ledger,date,no_clustering,entropy,entropy_percentage,gini,hhi,nakamoto_coefficient,theil_index,max_power_ratio,tau_index
litecoin,Jul-2018,False,3.047318233249405,0.272119765018207,0.9972305254628936,1521.474525593769,3,5.649930565492464,0.2079548660084626,4
litecoin,Aug-2018,False,3.1243349691842677,0.2789972141327738,0.9970687751385676,1466.0609356355728,3,5.596546632123277,0.1952243207985934,4
litecoin,Sep-2018,False,3.1057604009267226,0.2773385402553927,0.9971110636825952,1447.9825820816473,3,5.609421541741132,0.1896690879741727,4
litecoin,Oct-2018,False,3.1285003758169316,0.279369177080955,0.9970780559220982,1414.575499402525,3,5.5936593922599585,0.1837369850611136,4
litecoin,Nov-2018,False,3.2431772046153777,0.2896096013875398,0.9968272554064532,1309.637510065138,4,5.514171471702785,0.1795196717354574,5
litecoin,Dec-2018,False,3.3148806789986462,0.2960125862767675,0.9967062039330368,1301.613371389676,3,5.464470410597661,0.1924824684431977,5
litecoin,Jan-2019,False,3.4817816476165686,0.3109165276722125,0.9963615731785944,1190.9701371339215,4,5.348783474767434,0.1945454545454545,5
litecoin,Feb-2019,False,3.3591871901380683,0.2999690740726548,0.9966083509246952,1194.9129975863248,4,5.433759477320913,0.1910091854735689,5
litecoin,Mar-2019,False,3.3440513246915597,0.2986174698641704,0.996663401410267,1243.9556696311606,4,5.444250859780503,0.1832363972386802,5
litecoin,Apr-2019,False,3.3081319027381433,0.2954099332981154,0.9968270688633544,1308.6339299970516,3,5.469148305834852,0.2013781223083548,5
litecoin,May-2019,False,3.21358149650706,0.2869667605289415,0.9969943686529537,1329.0047080667491,3,5.534685653334724,0.1871539313399778,5
litecoin,Jun-2019,False,3.190192462742514,0.2848781639712973,0.997046757837714,1347.498840207853,3,5.550897696144639,0.2016444570456478,5
litecoin,Jul-2019,False,3.2021750719881674,0.2859481883542628,0.997042939521567,1357.4138427031637,3,5.542591984330262,0.2140470090230589,5
litecoin,Aug-2019,False,3.0605576368730625,0.2733020187663524,0.9972699708760006,1456.0856262812042,3,5.640753710198439,0.2322380366660809,4
litecoin,Sep-2019,False,3.040303736790543,0.2714933837275102,0.9972813611455844,1450.264691157025,3,5.654792643935972,0.2377532550942955,4
litecoin,Oct-2019,False,3.042404217454484,0.2716809526851794,0.9973069357542528,1474.0906084672142,3,5.653336701685943,0.2520904487103992,4
litecoin,Nov-2019,False,2.999674601312918,0.2678652786354881,0.9974400379355072,1625.8366538860837,3,5.682954614640873,0.2660151361659019,4
litecoin,Dec-2019,False,2.9877920656770844,0.2668041906369446,0.9974526772528514,1596.057395086391,3,5.691190960714757,0.2408433190142437,4
litecoin,Jan-2020,False,3.05225955455314,0.27256101568162,0.9973191869046658,1518.278845967732,3,5.6465055025625475,0.2352219495873299,4
litecoin,Feb-2020,False,3.034500298837967,0.2709751476749963,0.9973506563419808,1569.0887212714283,3,5.658815280590356,0.2451095232517277,4
litecoin,Mar-2020,False,3.0441316878388527,0.2718352125291108,0.997312653936533,1541.94447621327,3,5.6521393104595195,0.2449286250939143,4
litecoin,Apr-2020,False,2.97002722648492,0.265217824036367,0.9974326714777534,1600.4443153777938,3,5.703504608913915,0.240081498669987,4
litecoin,May-2020,False,3.069768174249332,0.2741245023649391,0.9973045039318578,1486.2699766642047,3,5.634369452184632,0.2169724522379174,4
litecoin,Jun-2020,False,3.0675789811967946,0.2739290115584536,0.9972517494977298,1419.177845511591,3,5.6358868851767,0.2090095293098469,4
litecoin,Jul-2020,False,3.056632516415393,0.2729515129199478,0.9972518310856672,1413.8306135914638,3,5.643474396377024,0.2216366158113731,4
litecoin,Aug-2020,False,3.32040991982926,0.296506337043963,0.9944935574256616,1322.9406573387237,3,5.460637832905236,0.2108651456968601,5
litecoin,Sep-2020,False,3.075902006160635,0.2746722419741971,0.9971910623498028,1369.2753192537416,3,5.630117803889281,0.2044016192485318,5
litecoin,Oct-2020,False,3.154190497645603,0.2816632564583664,0.9970662879435156,1313.1981027660047,3,5.575852356746186,0.196204414301862,5
litecoin,Nov-2020,False,3.2144766879936633,0.2870466994386106,0.996969996595066,1286.1153464232343,3,5.5340651538797285,0.1983028646278261,5
litecoin,Dec-2020,False,3.4211721998899107,0.305504218418356,0.9963638699670152,1057.1935148394443,4,5.39079474257445,0.1391084760649978,6
litecoin,Jan-2021,False,3.3815437788192546,0.3019654752335687,0.9965324435776636,1125.6938623742672,4,5.4182630709096165,0.1769188293760353,5
litecoin,Feb-2021,False,3.319700743116878,0.2964430089024436,0.9966648870093828,1173.3889124647962,4,5.461129396743988,0.1802484472049689,5
litecoin,Mar-2021,False,3.346098358867758,0.2988002661513889,0.9965162581242752,1129.3963788316214,4,5.442831963812764,0.1444963158782833,5
litecoin,Apr-2021,False,3.2242987950927837,0.2879237950588296,0.9966810267522171,1192.0137267708697,4,5.527256988036817,0.1421526463673375,5
litecoin,May-2021,False,3.230617114269883,0.2884880090326189,0.9967800379089364,1203.4211524979116,4,5.522877462913329,0.1605972122748058,5
litecoin,Jun-2021,False,3.193126669405671,0.2851401830866563,0.9969625402278768,1277.8004657785232,4,5.548863859068897,0.1772080486428884,5
litecoin,Jul-2021,False,3.028299609024081,0.2704214377812626,0.9973241599592636,1502.3477313310946,3,5.663113271252376,0.2027196083763938,4
litecoin,Aug-2021,False,2.7885034338283994,0.249008092061563,0.9976254329267076,1677.4216326335609,3,5.829327313998324,0.2055564742847693,4
litecoin,Sep-2021,False,2.7028775478623164,0.241361862102928,0.9977701712458265,1755.2754351720532,3,5.888678655438661,0.2252294110814264,4
litecoin,Oct-2021,False,2.7373509283752075,0.2444402698984106,0.9977723872196624,1766.2954856597855,3,5.864783528931782,0.2390449282588222,4
litecoin,Nov-2021,False,2.7956545076326735,0.2496466694513527,0.9977440125285534,1782.888415559833,3,5.824370567352915,0.2550398499765588,3
litecoin,Dec-2021,False,2.7908271572712846,0.2492155961779188,0.9977885270823916,1831.6596564189751,2,5.827716631645487,0.2709457227788175,3
litecoin,Jan-2022,False,2.75252868443613,0.2457956148596744,0.9978267620584892,1825.968667459164,2,5.854263110110926,0.2598368388922804,3
litecoin,Feb-2022,False,2.7117166523240677,0.2421511774434983,0.9978990038186732,1903.0319357554715,2,5.882551855102322,0.2786773373038029,3
litecoin,Mar-2022,False,2.759510664410787,0.2464190924897214,0.9978261622978536,1864.923099636032,2,5.849423570376765,0.2766343825665859,3
litecoin,Apr-2022,False,2.8392805700117063,0.2535423944575964,0.9976999730676004,1765.9537143244463,3,5.794131285215954,0.2773354716764992,4
litecoin,May-2022,False,2.884537241162307,0.2575837297486191,0.9976023702821551,1697.1342383068672,3,5.762761751206384,0.2627094735654234,4
litecoin,Jun-2022,False,2.9618577553477237,0.2644883056874395,0.9974620123824568,1592.4981465200274,3,5.709167254799316,0.2434081886591219,4
litecoin,Jul-2022,False,2.921318389923116,0.2608682168916696,0.9975534582916824,1701.7545100438504,3,5.737267001645081,0.2901967341024355,4
litecoin,Aug-2022,False,2.8426832441746352,0.2538462468362377,0.9976457866154332,1780.1653451926102,3,5.791772731213555,0.3019849035504612,4
litecoin,Sep-2022,False,2.7870050610079753,0.2488742901975651,0.9977228779446594,1812.0797781717656,3,5.830365906894225,0.309837379752634,4
litecoin,Oct-2022,False,2.777046522513451,0.2479850115113135,0.997744934242543,1813.9824418765656,3,5.837268639774203,0.306861817574712,4
litecoin,Nov-2022,False,2.7938836117597834,0.2494885317932819,0.9977099581066232,1790.9102457894394,3,5.825598058834275,0.305153346254703,4
litecoin,Dec-2022,False,2.78787681846032,0.2489521364922174,0.9977239720876752,1799.368090602656,3,5.829761650674001,0.304721744437663,4
litecoin,Jan-2023,False,2.9071115493589534,0.2595995728512181,0.9975566703696104,1704.1413953850506,3,5.747114433126797,0.2927059084358718,4
litecoin,Feb-2023,False,2.7948241711617583,0.2495725219721409,0.997767053637186,1993.703476452029,2,5.82494611273665,0.3529339174430801,3
litecoin,Mar-2023,False,2.835403678501632,0.2531961953651578,0.9976987854734266,1943.742029903474,2,5.796818541635502,0.3481065918653576,4
litecoin,Apr-2023,False,2.795865321716151,0.249665494750999,0.997762910194076,1994.5627167390944,2,5.824224442165331,0.3593542040391181,3
litecoin,May-2023,False,2.748615331283032,0.2454461598113519,0.9978517773632978,2092.357395152193,2,5.856975639815531,0.3657719993303945,3
litecoin,Jun-2023,False,2.912780703986446,0.2601058176563234,0.9975814605777388,1920.9256255975165,2,5.743184874580588,0.3489859414611662,4
litecoin,Jul-2023,False,2.9267865366451047,0.261356512070308,0.9975648912925572,1902.66090151048,2,5.733476771161839,0.3455095523558742,4
litecoin,Aug-2023,False,3.3090579967648783,0.2954926317462756,0.9890239970322512,1844.272516367262,2,5.468506386371285,0.3429713040319651,3
tezos,Jun-2018,False,0.0476249421290313,0.0047035059129055,0.999095271252836,9894.739788919682,1,6.985390704708132,0.9947089947089948,1
tezos,Jul-2018,False,0.7669742453955711,0.0757474494875097,0.9980566608833024,8184.027652203532,1,6.486775763311165,0.9032250437414292,1
tezos,Aug-2018,False,3.424978147728491,0.3382556334823009,0.9836170367406432,2798.931505438765,1,4.644387852491766,0.5089140228122304,3
tezos,Sep-2018,False,4.194053568170532,0.4142105979569858,0.9749125704324944,1919.458113234792,2,4.1113053931744306,0.4150533008269993,6
tezos,Oct-2018,False,4.484363783747323,0.4428820409971226,0.970504990142082,1655.556983952081,3,3.910077685759634,0.3840497867926702,8
tezos,Nov-2018,False,4.699462358948376,0.4641254772111689,0.9670858655674046,1493.1574212132532,3,3.760982714816534,0.3647858942065491,10
tezos,Dec-2018,False,4.748396041955658,0.468958236204165,0.9667577588618947,1451.9204076707188,3,3.727064470405644,0.3591288340624925,12
tezos,Jan-2019,False,4.927492889251445,0.4866460914031529,0.9627299535027456,1330.3393844385996,4,3.602923995655384,0.3431181146283642,14
tezos,Feb-2019,False,5.067769619590228,0.5005000175413504,0.9605512035476288,1204.338317561951,5,3.505691575522893,0.3251106732516185,15
tezos,Mar-2019,False,5.09393217003977,0.5030838676256764,0.960172466481534,1190.9913182715388,5,3.4875570774425473,0.3237320264459753,16
tezos,Apr-2019,False,5.182667582450617,0.5118475010979806,0.9597601249710292,1075.3445259299326,6,3.426050376514122,0.3057601420243264,17
tezos,May-2019,False,5.217364312072578,0.5152741986568612,0.958911965248623,1055.8745879322776,6,3.4020004362020093,0.3024717121127805,17
tezos,Jun-2019,False,5.276596660729846,0.5211240682774883,0.9587071759936316,1005.9947107396756,6,3.3609437007322787,0.2958396789711606,18
tezos,Jul-2019,False,5.317443972379467,0.5251582059222073,0.9575956730564428,1010.4734990512468,8,3.3326305018288913,0.300182652678906,19
tezos,Aug-2019,False,5.377435180551905,0.5310830215702123,0.955442750603988,986.696207237275,8,3.29104776502578,0.2957778956349298,20
tezos,Sep-2019,False,5.388705005722832,0.5321960452708029,0.9546472533995694,995.794855718334,8,3.2832361174831757,0.297634050647961,20
tezos,Oct-2019,False,5.365731015720267,0.52992710187708,0.955083681673573,1007.2547295373896,8,3.299160473879652,0.2989054361045458,20
tezos,Nov-2019,False,5.2501296146389755,0.5185101457776294,0.957674496694108,1099.2742538059565,7,3.379289259107909,0.3141080617495712,18
tezos,Dec-2019,False,5.370664480024321,0.5304143377137632,0.955056544448199,1006.9057168326716,8,3.295740857006882,0.2990211628223138,20
tezos,Jan-2020,False,5.416452464861727,0.5349364231546081,0.9555426335778984,915.5316580265198,8,3.264003044413331,0.2809463551317395,20
tezos,Feb-2020,False,5.379926523314231,0.5313290700668577,0.9562967142373364,924.2327795704228,7,3.2893208978142847,0.280230558717396,19
tezos,Mar-2020,False,5.239983232885204,0.5175080749206368,0.96033124276319,930.9100640231488,6,3.3863221950134443,0.2734002566923359,15
tezos,Apr-2020,False,5.216058705860221,0.5151452551607597,0.9612610844090566,919.531290638034,6,3.402905413467047,0.2672020484171322,15
tezos,May-2020,False,5.114603143101284,0.5051253618443344,0.9628854025687072,966.5233222457628,5,3.4732290507455112,0.2713286398704424,13
tezos,Jun-2020,False,5.149506666307529,0.5085724826269071,0.9624064705010024,944.9510022733432,5,3.4490357720434917,0.2683761081508714,14
tezos,Jul-2020,False,5.149021540582601,0.5085245709316127,0.9629370170417564,938.5390234535016,5,3.4493720355719564,0.2678547320102605,14
tezos,Aug-2020,False,5.120261189073709,0.50568415838029,0.9633673732607012,937.1287586581072,5,3.4693071921322405,0.2646779661016949,13
tezos,Sep-2020,False,5.020759766194578,0.495857258652275,0.9657528057329828,980.19379161522,4,3.5382763228626386,0.2701824134705332,12
tezos,Oct-2020,False,4.997547334777898,0.4935647664509098,0.9665956093845668,980.0607235758276,4,3.5543659542530266,0.2665990305489798,12
tezos,Nov-2020,False,4.948997424702561,0.4887699094095785,0.9674647168784498,1011.4013934884556,4,3.5880181875381982,0.2719652500586992,11
tezos,Dec-2020,False,4.966147072410112,0.4904636326098749,0.9664407727001392,1009.4627803046008,4,3.5761309575821034,0.2703635994312411,11
tezos,Jan-2021,False,5.032234842776796,0.4969905532693954,0.96339531860506,1052.2869566452475,4,3.5303224058829485,0.2806571301892516,13
tezos,Feb-2021,False,5.001291555365599,0.4939345509143903,0.9654375863582956,1025.5460474611543,4,3.551770658309273,0.2768015844802194,12
tezos,Mar-2021,False,4.972247191440389,0.4910660888994931,0.9665714015595442,1003.9227364690856,4,3.571902677275177,0.271434376269809,11
tezos,Apr-2021,False,4.848381742494033,0.4788329638713212,0.9694223648795391,1036.567993100451,4,3.65775966398115,0.2736339373507515,10
tezos,May-2021,False,4.835216096644355,0.4775327062682062,0.9695368290116922,1027.2111101618232,4,3.666885394282105,0.268562185314287,9
tezos,Jun-2021,False,5.485253865616126,0.5417313457476423,0.9618124491742344,533.8567504835867,7,3.2163135474618403,0.1407863102814312,17
tezos,Jul-2021,False,5.503545860721397,0.5435378887751042,0.961239137013244,538.1058090909829,7,3.2036345026278137,0.1418210375571672,18
tezos,Aug-2021,False,5.20365792395137,0.5139205365905007,0.9668671643197572,643.6025409179672,5,3.411500980483884,0.1531323644933228,12
tezos,Sep-2021,False,5.381148455379457,0.5314497497871268,0.9643626444240266,568.6847664726098,6,3.2884739190484247,0.1386795622540078,16
tezos,Oct-2021,False,5.379543180756176,0.5312912106195203,0.9639148924309492,573.6747865455967,6,3.2895866106275897,0.1431969882439892,15
tezos,Nov-2021,False,5.34080386856472,0.5274652619504229,0.9653170259474254,570.8268463785219,6,3.316438655649914,0.1358522351242404,14
tezos,Dec-2021,False,5.26296513686373,0.5197777999096973,0.967445468467694,583.0817194007617,6,3.3703923530668067,0.1374691117180387,13
tezos,Jan-2022,False,5.309025873226632,0.5243268226727851,0.9668058177453368,562.6018192708364,6,3.3384654835223455,0.1351207056638811,14
tezos,Feb-2022,False,5.383037056236877,0.5316362706499957,0.9660604970117764,515.4618526674205,7,3.287164840688903,0.1264612924107993,14
tezos,Mar-2022,False,5.3006012826553395,0.5234947983217941,0.9670832636750724,562.3350946483237,6,3.344304964724232,0.1369441290428308,14
tezos,Apr-2022,False,5.301289065728122,0.5235627247402844,0.9674798966700642,559.7215976462916,7,3.3438282298264856,0.1412477709769145,14
tezos,May-2022,False,5.2979893296061915,0.523236838184486,0.9674882947985598,556.9263387758508,7,3.3461154326159925,0.1377286690202191,13
tezos,Jun-2022,False,5.334361817291446,0.5268290359541163,0.966714298656132,545.7374709575922,7,3.320903945327023,0.1361051666157138,14
tezos,Jul-2022,False,5.337579479395157,0.5271468167650523,0.9670466035728869,535.8581231525568,7,3.3186736319118237,0.1357740561082982,14
tezos,Aug-2022,False,5.393853759243791,0.5327045433717416,0.9653849660556488,526.8676855598184,7,3.2796672734967,0.1328534995749504,15
tezos,Sep-2022,False,5.351117446174098,0.5284838453040256,0.9661889850440556,538.3012034840789,7,3.3092898284084824,0.1327653782064822,14
tezos,Oct-2022,False,5.339500626347067,0.5273365519257457,0.9666211106734606,533.3782928700601,7,3.3173419943186797,0.1304891152013454,14
tezos,Nov-2022,False,5.334834833922674,0.5268757517383761,0.966210859971122,544.6117405937326,7,3.3205760751827076,0.1319421024942332,14
tezos,Dec-2022,False,5.275969262864447,0.5210621055865594,0.9668377817520352,604.4870161055157,7,3.361378579793771,0.1501410236788595,14
zcash,Jan-2018,False,1.895270445320722,0.2182738255857702,0.9926102906717664,4207.493663574328,1,4.704891848923584,0.6201284072989413,2
zcash,Feb-2018,False,2.107265173015748,0.2426887582051498,0.9915084991511226,3728.7406779398393,1,4.557948301128204,0.5800386028267231,2
zcash,Mar-2018,False,2.3063696739330037,0.2656191538190595,0.9902607845830992,3378.707025870617,1,4.419939577680613,0.5480108193395695,2
zcash,Apr-2018,False,2.3249814754431433,0.2677626310872727,0.9900369012047674,3397.2638632935755,1,4.407038859938719,0.5517221317198046,2
zcash,May-2018,False,2.2695128290280846,0.2613744379494694,0.9903738434942764,3506.9189897444007,1,4.445486795810791,0.5620951844550831,2
zcash,Jun-2018,False,3.2977702839517127,0.379796423016243,0.9803932046514132,1871.7527456698097,3,3.7327530400407345,0.3869037243623264,4
zcash,Jul-2018,False,3.5082242965405195,0.4040339151119219,0.9788510435608846,1308.8024919852874,3,3.586877434577277,0.2622987729370708,6
zcash,Aug-2018,False,3.6807678324224,0.4239053470492571,0.9763833135138332,1068.735298091016,4,3.46727936915691,0.1914941494149415,6
zcash,Sep-2018,False,3.428733928202909,0.3948791969358907,0.9791213235512318,1322.8145775475202,3,3.6419759592721497,0.2006040190498315,4
zcash,Oct-2018,False,3.279373427044243,0.3776777004107904,0.981419865590051,1447.660763109642,3,3.7455047695373183,0.2288736356475751,4
zcash,Nov-2018,False,3.0945298668895704,0.3563897036979907,0.984236122899338,1582.2452677122772,3,3.8736285621031863,0.2472093023255814,4
zcash,Dec-2018,False,3.113784901470657,0.3586072606013744,0.9841046241031292,1600.3921229096172,3,3.860281989171723,0.2666404096100827,4
zcash,Jan-2019,False,3.1184406303336423,0.3591434499100416,0.9838788446854488,1647.141882442591,3,3.857054883836892,0.2742107928647797,4
zcash,Feb-2019,False,3.0378155444256127,0.3498580489886185,0.9846101408014202,1724.693597582339,3,3.9129399348164497,0.3151367856920297,4
zcash,Mar-2019,False,2.9052664190676274,0.334592678950603,0.9859485354638068,1950.2737782081683,2,4.00481598734402,0.3538712581589016,4
zcash,Apr-2019,False,2.8777333487072174,0.3314217601972786,0.9862025975288669,2003.8402687297496,2,4.023900457436496,0.3567404309693907,3
zcash,May-2019,False,2.956061064839447,0.3404425784619168,0.9855358476313846,1895.0081333955156,2,3.9696078218397415,0.3309498339057485,3
zcash,Jun-2019,False,2.9896375272626496,0.3443095004206503,0.985479983140838,1721.8963433124757,3,3.946334391577923,0.2842356224922951,4
zcash,Jul-2019,False,3.073279020566278,0.3539422938650708,0.984652311271236,1618.5291026470838,3,3.8883585263166887,0.2784717533198289,4
zcash,Aug-2019,False,3.1079156466978475,0.3579313123768022,0.9841961335430408,1598.7758914946571,3,3.864350246569482,0.2768218623481781,4
zcash,Sep-2019,False,3.1083508519250382,0.3579814339360174,0.9841450918962216,1584.643997325798,3,3.86404858529329,0.2686202686202686,4
zcash,Oct-2019,False,2.9454018507889224,0.3392149819285092,0.9858448484938142,1780.8082080710592,3,3.976996226005848,0.3074931036424027,3
zcash,Nov-2019,False,2.9065756438323858,0.3347434592778439,0.9862503897822946,1831.4989399501587,3,4.003908501889609,0.3181633246149375,3
zcash,Dec-2019,False,2.8713473427277023,0.3306862989554259,0.9865644394854564,1876.556246494963,2,4.0283268994762365,0.3322288642186166,3
zcash,Jan-2020,False,2.8751721459172135,0.3311267925147216,0.986552304865523,1821.3459755910335,2,4.025675747929229,0.3246230873087308,4
zcash,Feb-2020,False,3.2757713942331828,0.3772628627903881,0.982096544286132,1284.091696633755,3,3.748001508424584,0.2073156058236072,5
zcash,Mar-2020,False,3.122236984128699,0.3595806670197001,0.9839716395938516,1480.670789513065,3,3.85442345190744,0.261758748734106,4
zcash,Apr-2020,False,3.2496207540185744,0.3742511552553225,0.982577813650667,1418.7605444292378,3,3.7661277509591766,0.2577250661317985,5
zcash,May-2020,False,3.089527224701281,0.3558135612001374,0.9843199952239192,1593.7179509142725,3,3.8770961294313486,0.2870729922899431,4
zcash,Jun-2020,False,2.7154685354856043,0.3127341044976466,0.9877130156380188,2108.2211480817064,2,4.136373855225145,0.3088910856544746,3
zcash,Jul-2020,False,2.693547624224721,0.3102095248667805,0.988028457601686,2143.787464400968,2,4.1515682730609305,0.3535669058674546,3
zcash,Aug-2020,False,2.373773151229502,0.2733818532710634,0.9901521371064064,2709.8234430207435,2,4.37321904743261,0.3833187944958775,2
zcash,Sep-2020,False,2.3633857531855775,0.2721855611458275,0.990363339510308,2727.94901818931,2,4.380419043100108,0.4078897642373325,2
zcash,Oct-2020,False,2.429518033210672,0.27980185980728,0.9899462134540044,2636.5593472139335,2,4.334579639656715,0.4119948215692897,2
zcash,Nov-2020,False,2.5059185605963683,0.2886007282908881,0.989456609894566,2485.099631380762,2,4.281622829506023,0.4010816468946266,3
zcash,Dec-2020,False,2.836925068348016,0.3267219668292286,0.9866694390441982,1709.6018403585429,3,4.052186601910977,0.2319709508528964,4
zcash,Jan-2021,False,2.89920511083737,0.3338946123824574,0.9862332790598202,1704.8690042418807,3,4.009017366054328,0.2432607532182192,4
zcash,Feb-2021,False,2.7891285015376748,0.3212173489983979,0.9872402663130384,1815.948017811,2,4.08531665743601,0.2615456528513555,3
zcash,Mar-2021,False,2.8230843525054867,0.3251279642407045,0.9870371949434192,1832.7426513229475,2,4.061780255074158,0.2770724841660802,3
zcash,Apr-2021,False,2.8648660095454725,0.3299398591045465,0.9865496914570012,1742.57812748006,3,4.032819417297769,0.2517602560372418,4
zcash,May-2021,False,2.789409480700988,0.3212497087057091,0.9869164259796024,1735.684899620902,3,4.085121897521163,0.2374982391886181,4
zcash,Jun-2021,False,3.1447623092399866,0.3621748555676948,0.9835556478886384,1363.7966473706451,3,3.838810086315355,0.1969326581689075,4
zcash,Jul-2021,False,3.0014606842110885,0.3456711455114648,0.9849973719558888,1484.0381406946517,3,3.938139203673794,0.2184746192178834,4
zcash,Aug-2021,False,2.975541222599027,0.3426860622706237,0.98538097226165,1540.9534425177562,3,3.956105205411826,0.2565265144047988,4
zcash,Sep-2021,False,3.0831871742435393,0.3550833925473022,0.9842868544139975,1498.0515759333696,3,3.88149071753074,0.2753159028707855,5
zcash,Oct-2021,False,3.1707080871066937,0.3651629695894942,0.9834636441782528,1373.043929539088,3,3.820825843539611,0.2152668317946408,5
zcash,Nov-2021,False,3.2114360450824195,0.3698535124181477,0.9829702110946554,1341.8141495111813,3,3.7925953742987737,0.2062170736676659,5
zcash,Dec-2021,False,3.1434679087747477,0.3620257825200539,0.9838348410301982,1486.9199264879496,3,3.839707296348349,0.2698336757380463,4
zcash,Jan-2022,False,2.881370549747305,0.3318406480596439,0.9864862338868126,1743.8618346440485,3,4.02137934179043,0.279273955255382,4
zcash,Feb-2022,False,2.873846157355073,0.3309740815404878,0.9863392235692544,1740.5786267253595,3,4.026594853162532,0.2477015613799981,4
zcash,Mar-2022,False,2.6922938181209077,0.3100651269759688,0.988223586841376,2073.786086202657,2,4.1524373452267564,0.3421882035119316,3
zcash,Apr-2022,False,2.588796101903289,0.2981455391862762,0.9889878669599425,2216.567863697665,2,4.224176495417393,0.3655585609167321,3
zcash,May-2022,False,2.5745697106897913,0.29650711927522,0.9890054346325624,2312.7343176808477,2,4.234037478376574,0.3891766075065464,3
